"Site_ID","Sample_ID","Bout","Species","d18O.bound","d2H.bound"
"WREF_tower","22-042_WREF3-C-2","WREF3","Thuja plicata",TRUE,TRUE
"WREF_tower","22-042_WREF3-C-3","WREF3","Thuja plicata",TRUE,TRUE
"WREF_tower","22-042_WREF3-C-4","WREF3","Thuja plicata",TRUE,TRUE
"WREF_tower","22-042_WREF3-C-5","WREF3","Thuja plicata",TRUE,TRUE
"WREF_tower","22-042_WREF3-D-1","WREF3","Taxus brevifolia",TRUE,TRUE
"WREF_tower","22-042_WREF3-D-2","WREF3","Taxus brevifolia",TRUE,TRUE
"WREF_tower","22-042_WREF3-D-3","WREF3","Taxus brevifolia",TRUE,TRUE
"WREF_tower","22-042_WREF3-D-4","WREF3","Taxus brevifolia",TRUE,TRUE
"WREF_tower","22-042_WREF3-D-5","WREF3","Taxus brevifolia",TRUE,TRUE
"WREF_tower","22-042_WREF3-E-1","WREF3","Gaultheria shallon",TRUE,TRUE
"WREF_tower","22-042_WREF3-E-2","WREF3","Gaultheria shallon",TRUE,TRUE
"WREF_tower","22-042_WREF3-E-3","WREF3","Gaultheria shallon",TRUE,TRUE
"WREF_tower","22-042_WREF3-E-4","WREF3","Gaultheria shallon",TRUE,TRUE
"WREF_tower","22-042_WREF3-E-5","WREF3","Gaultheria shallon",TRUE,TRUE
"YELL_tower","22-155_YELL5-A-1","YELL5","Pseudotsuga menziesii",TRUE,TRUE
"YELL_tower","22-155_YELL5-A-2","YELL5","Pseudotsuga menziesii",TRUE,TRUE
"YELL_tower","22-155_YELL5-A-3","YELL5","Pseudotsuga menziesii",TRUE,TRUE
"YELL_tower","22-155_YELL5-A-4","YELL5","Pseudotsuga menziesii",TRUE,TRUE
"YELL_tower","22-155_YELL5-A-5","YELL5","Pseudotsuga menziesii",TRUE,TRUE
"YELL_tower","22-155_YELL5-B-1","YELL5","Pinus contorta",TRUE,TRUE
"YELL_tower","22-155_YELL5-B-2","YELL5","Pinus contorta",FALSE,TRUE
"YELL_tower","22-155_YELL5-B-3","YELL5","Pinus contorta",TRUE,TRUE
"YELL_tower","22-155_YELL5-B-4","YELL5","Pinus contorta",TRUE,TRUE
"YELL_tower","22-155_YELL5-B-5","YELL5","Pinus contorta",FALSE,TRUE
"YELL_tower","22-155_YELL5-C-1","YELL5","Artemisia tridentata",TRUE,TRUE
"YELL_tower","22-155_YELL5-C-2","YELL5","Artemisia tridentata",TRUE,TRUE
"YELL_tower","22-155_YELL5-C-3","YELL5","Artemisia tridentata",FALSE,TRUE
"YELL_tower","22-155_YELL5-C-5","YELL5","Artemisia tridentata",TRUE,TRUE
"YELL_tower","22-155_YELL5-D-1","YELL5","Festuca spp.",TRUE,TRUE
"YELL_tower","22-155_YELL5-D-2","YELL5","Festuca spp.",FALSE,FALSE
"YELL_tower","22-155_YELL5-D-3","YELL5","Festuca spp.",FALSE,FALSE
"YELL_tower","22-155_YELL5-D-4","YELL5","Festuca spp.",FALSE,TRUE
"YELL_tower","22-155_YELL5-D-5","YELL5","Festuca spp.",TRUE,TRUE
"YELL_tower","22-155_YELL5-E-1","YELL5","Poaceae sp.",FALSE,FALSE
"YELL_tower","22-155_YELL5-E-2","YELL5","Poaceae sp.",TRUE,TRUE
"YELL_tower","22-155_YELL5-E-3","YELL5","Poaceae sp.",FALSE,FALSE
"YELL_tower","22-155_YELL5-E-4","YELL5","Poaceae sp.",FALSE,FALSE
"YELL_tower","22-155_YELL5-E-5","YELL5","Poaceae sp.",TRUE,FALSE
"SCBI_tower","22-157_SCBI5-B-3","SCBI5","Quercus rubra",TRUE,FALSE
"SCBI_tower","22-157_SCBI5-C-1","SCBI5","Quercus alba",FALSE,TRUE
"WOOD_tower","22-158_WOOD5-A-1","WOOD5","Poa pratensis",TRUE,TRUE
"WOOD_tower","22-158_WOOD5-A-2","WOOD5","Poa pratensis",TRUE,TRUE
"WOOD_tower","22-158_WOOD5-A-3","WOOD5","Poa pratensis",TRUE,TRUE
"WOOD_tower","22-158_WOOD5-A-4","WOOD5","Poa pratensis",TRUE,TRUE
"WOOD_tower","22-158_WOOD5-A-5","WOOD5","Poa pratensis",TRUE,TRUE
"WOOD_tower","22-158_WOOD5-B-1","WOOD5","Medicago sativa",TRUE,TRUE
"WOOD_tower","22-158_WOOD5-C-4","WOOD5","Bromus inermis",TRUE,TRUE
"WOOD_tower","22-158_WOOD5-C-5","WOOD5","Bromus inermis",TRUE,TRUE
"WOOD_tower","22-158_WOOD5-D-1","WOOD5","Artemisia absinthium",TRUE,TRUE
"WOOD_tower","22-158_WOOD5-D-2","WOOD5","Artemisia absinthium",TRUE,TRUE
"WOOD_tower","22-158_WOOD5-D-3","WOOD5","Artemisia absinthium",TRUE,TRUE
"WOOD_tower","22-158_WOOD5-E-1","WOOD5","Schizachyrium scoparium",TRUE,TRUE
"WOOD_tower","22-158_WOOD5-E-2","WOOD5","Schizachyrium scoparium",TRUE,TRUE
"WOOD_tower","22-158_WOOD5-E-3","WOOD5","Schizachyrium scoparium",TRUE,TRUE
"WOOD_tower","22-158_WOOD5-E-4","WOOD5","Schizachyrium scoparium",TRUE,TRUE
"WOOD_tower","22-158_WOOD5-E-5","WOOD5","Schizachyrium scoparium",TRUE,TRUE
"TALL_tower","22-233_TALL4-A-1","TALL4","Pinus palustris",TRUE,TRUE
"TALL_tower","22-233_TALL4-A-2","TALL4","Pinus palustris",TRUE,TRUE
"TALL_tower","22-233_TALL4-A-3","TALL4","Pinus palustris",TRUE,TRUE
"TALL_tower","22-233_TALL4-A-4","TALL4","Pinus palustris",TRUE,TRUE
"TALL_tower","22-233_TALL4-A-5","TALL4","Pinus palustris",TRUE,FALSE
"TALL_tower","22-233_TALL4-B-5","TALL4","Liquidambar styraciflua",TRUE,TRUE
"TALL_tower","22-233_TALL4-C-1","TALL4","Vaccinium arboreum",TRUE,TRUE
"TALL_tower","22-233_TALL4-C-2","TALL4","Vaccinium arboreum",TRUE,TRUE
"TALL_tower","22-233_TALL4-C-3","TALL4","Vaccinium arboreum",TRUE,TRUE
"TALL_tower","22-233_TALL4-C-5","TALL4","Vaccinium arboreum",TRUE,TRUE
"TALL_tower","22-233_TALL4-D-1","TALL4","Quercus falcata",TRUE,TRUE
"TALL_tower","22-233_TALL4-D-2","TALL4","Quercus falcata",TRUE,TRUE
"TALL_tower","22-233_TALL4-D-3","TALL4","Quercus falcata",TRUE,TRUE
"HARV_tower","22-234_HARV5-A-1","HARV5","Quercus rubra",TRUE,TRUE
"HARV_tower","22-234_HARV5-A-5","HARV5","Quercus rubra",TRUE,FALSE
"HARV_tower","22-234_HARV5-B-1","HARV5","Acer rubrum",TRUE,TRUE
"HARV_tower","22-234_HARV5-B-5","HARV5","Acer rubrum",TRUE,TRUE
"HARV_tower","22-234_HARV5-C-1","HARV5","Pinus strobus",TRUE,TRUE
"HARV_tower","22-234_HARV5-C-2","HARV5","Pinus strobus",TRUE,TRUE
"HARV_tower","22-234_HARV5-C-3","HARV5","Pinus strobus",TRUE,TRUE
"HARV_tower","22-234_HARV5-C-4","HARV5","Pinus strobus",TRUE,TRUE
"HARV_tower","22-234_HARV5-C-5","HARV5","Pinus strobus",TRUE,TRUE
"HARV_tower","22-234_HARV5-D-1","HARV5","Tsuga canadensis",TRUE,TRUE
"HARV_tower","22-234_HARV5-D-2","HARV5","Tsuga canadensis",TRUE,TRUE
"HARV_tower","22-234_HARV5-D-3","HARV5","Tsuga canadensis",TRUE,TRUE
"HARV_tower","22-234_HARV5-D-4","HARV5","Tsuga canadensis",TRUE,TRUE
"HARV_tower","22-234_HARV5-D-5","HARV5","Tsuga canadensis",TRUE,TRUE
"HARV_tower","22-234_HARV5-E-2","HARV5","Betula alleghaniensis",TRUE,TRUE
"HARV_tower","22-234_HARV5-E-5","HARV5","Betula alleghaniensis",TRUE,TRUE
"WOOD_tower","22-251_WOOD7-A-1","WOOD7","Poa pratensis",TRUE,TRUE
"WOOD_tower","22-251_WOOD7-A-2","WOOD7","Poa pratensis",TRUE,TRUE
"WOOD_tower","22-251_WOOD7-A-3","WOOD7","Poa pratensis",TRUE,TRUE
"WOOD_tower","22-251_WOOD7-A-4","WOOD7","Poa pratensis",TRUE,TRUE
"WOOD_tower","22-251_WOOD7-A-5","WOOD7","Poa pratensis",TRUE,TRUE
"WOOD_tower","22-251_WOOD7-B-1","WOOD7","Medicago sativa",TRUE,TRUE
"WOOD_tower","22-251_WOOD7-B-4","WOOD7","Medicago sativa",TRUE,TRUE
"WOOD_tower","22-251_WOOD7-B-5","WOOD7","Medicago sativa",TRUE,TRUE
"WOOD_tower","22-251_WOOD7-C-1","WOOD7","Bromus inermis",FALSE,TRUE
"WOOD_tower","22-251_WOOD7-C-2","WOOD7","Bromus inermis",TRUE,TRUE
"WOOD_tower","22-251_WOOD7-C-3","WOOD7","Bromus inermis",TRUE,TRUE
"WOOD_tower","22-251_WOOD7-C-4","WOOD7","Bromus inermis",TRUE,TRUE
"WOOD_tower","22-251_WOOD7-C-5","WOOD7","Bromus inermis",TRUE,TRUE
"WOOD_tower","22-251_WOOD7-D-1","WOOD7","Artemisia absinthium",TRUE,TRUE
"WOOD_tower","22-251_WOOD7-D-2","WOOD7","Artemisia absinthium",TRUE,TRUE
"WOOD_tower","22-251_WOOD7-D-4","WOOD7","Artemisia absinthium",TRUE,TRUE
"WOOD_tower","22-251_WOOD7-D-5","WOOD7","Artemisia absinthium",TRUE,TRUE
"WOOD_tower","22-251_WOOD7-E-1","WOOD7","Schizachyrium scoparium",FALSE,FALSE
"WOOD_tower","22-251_WOOD7-E-2","WOOD7","Schizachyrium scoparium",TRUE,TRUE
"WOOD_tower","22-251_WOOD7-E-3","WOOD7","Schizachyrium scoparium",TRUE,TRUE
"WOOD_tower","22-251_WOOD7-E-4","WOOD7","Schizachyrium scoparium",TRUE,TRUE
"WOOD_tower","22-251_WOOD7-E-5","WOOD7","Schizachyrium scoparium",FALSE,TRUE
"CPER_tower","22-261_CPER5-A-2","CPER5","Bouteloua gracilis",TRUE,TRUE
"CPER_tower","22-261_CPER5-A-4","CPER5","Bouteloua gracilis",TRUE,FALSE
"CPER_tower","22-261_CPER5-C-1","CPER5","Eriogonum effusum",TRUE,TRUE
"CPER_tower","22-261_CPER5-C-2","CPER5","Eriogonum effusum",TRUE,TRUE
"CPER_tower","22-261_CPER5-C-3","CPER5","Eriogonum effusum",TRUE,TRUE
"CPER_tower","22-261_CPER5-C-4","CPER5","Eriogonum effusum",TRUE,TRUE
"CPER_tower","22-261_CPER5-D-1","CPER5","Artemisia frigida",FALSE,FALSE
"CPER_tower","22-261_CPER5-D-2","CPER5","Artemisia frigida",TRUE,TRUE
"CPER_tower","22-261_CPER5-D-3","CPER5","Artemisia frigida",FALSE,TRUE
"CPER_tower","22-261_CPER5-D-4","CPER5","Artemisia frigida",TRUE,TRUE
"SJER_tower","22-262_SJER4-A-1","SJER4","Pinus sabiniana",TRUE,TRUE
"SJER_tower","22-262_SJER4-A-2","SJER4","Pinus sabiniana",TRUE,TRUE
"SJER_tower","22-262_SJER4-C-4","SJER4","Quercus wislizeni",TRUE,TRUE
"SJER_tower","22-262_SJER4-D-1","SJER4","Bromus hordaceus",FALSE,TRUE
"SJER_tower","22-262_SJER4-D-2","SJER4","Bromus hordaceus",FALSE,FALSE
"SJER_tower","22-262_SJER4-D-3","SJER4","Bromus hordaceus",TRUE,TRUE
"SJER_tower","22-262_SJER4-D-4","SJER4","Bromus hordaceus",FALSE,FALSE
"SJER_tower","22-262_SJER4-D-5","SJER4","Bromus hordaceus",FALSE,FALSE
"SCBI_tower","22-283_SCBI4-A-1","SCBI4","Liriodendron tulipifera",TRUE,TRUE
"SCBI_tower","22-283_SCBI4-A-2","SCBI4","Liriodendron tulipifera",TRUE,TRUE
"SCBI_tower","22-283_SCBI4-A-3","SCBI4","Liriodendron tulipifera",TRUE,TRUE
"SCBI_tower","22-283_SCBI4-A-4","SCBI4","Liriodendron tulipifera",TRUE,TRUE
"SCBI_tower","22-283_SCBI4-A-5","SCBI4","Liriodendron tulipifera",TRUE,TRUE
"SCBI_tower","22-283_SCBI4-B-1","SCBI4","Quercus rubra",TRUE,TRUE
"SCBI_tower","22-283_SCBI4-B-2","SCBI4","Quercus rubra",TRUE,TRUE
"SCBI_tower","22-283_SCBI4-B-4","SCBI4","Quercus rubra",TRUE,TRUE
"SCBI_tower","22-283_SCBI4-C-1","SCBI4","Quercus alba",TRUE,TRUE
"SCBI_tower","22-283_SCBI4-C-2","SCBI4","Quercus alba",TRUE,TRUE
"SCBI_tower","22-283_SCBI4-C-3","SCBI4","Quercus alba",TRUE,TRUE
"SCBI_tower","22-283_SCBI4-C-4","SCBI4","Quercus alba",TRUE,TRUE
"SCBI_tower","22-283_SCBI4-C-5","SCBI4","Quercus alba",TRUE,TRUE
"SCBI_tower","22-283_SCBI4-D-1","SCBI4","Juglans nigra",TRUE,TRUE
"SCBI_tower","22-283_SCBI4-D-2","SCBI4","Juglans nigra",TRUE,TRUE
"SCBI_tower","22-283_SCBI4-D-3","SCBI4","Juglans nigra",TRUE,TRUE
"SCBI_tower","22-283_SCBI4-D-4","SCBI4","Juglans nigra",TRUE,TRUE
"SCBI_tower","22-283_SCBI4-D-5","SCBI4","Juglans nigra",TRUE,TRUE
"UNDE_tower","22-284_UNDE6-A-1","UNDE6","Acer saccharum",TRUE,TRUE
"UNDE_tower","22-284_UNDE6-A-2","UNDE6","Acer saccharum",TRUE,TRUE
"UNDE_tower","22-284_UNDE6-A-3","UNDE6","Acer saccharum",TRUE,TRUE
"UNDE_tower","22-284_UNDE6-A-4","UNDE6","Acer saccharum",TRUE,TRUE
"UNDE_tower","22-284_UNDE6-A-5","UNDE6","Acer saccharum",TRUE,TRUE
"UNDE_tower","22-284_UNDE6-B-1","UNDE6","Acer rubrum",TRUE,TRUE
"UNDE_tower","22-284_UNDE6-B-2","UNDE6","Acer rubrum",TRUE,TRUE
"UNDE_tower","22-284_UNDE6-B-3","UNDE6","Acer rubrum",TRUE,TRUE
"UNDE_tower","22-284_UNDE6-B-4","UNDE6","Acer rubrum",TRUE,TRUE
"UNDE_tower","22-284_UNDE6-B-5","UNDE6","Acer rubrum",TRUE,TRUE
"UNDE_tower","22-284_UNDE6-C-1","UNDE6","Betula papyrifera",TRUE,TRUE
"UNDE_tower","22-284_UNDE6-C-2","UNDE6","Betula papyrifera",TRUE,TRUE
"UNDE_tower","22-284_UNDE6-C-3","UNDE6","Betula papyrifera",TRUE,TRUE
"UNDE_tower","22-284_UNDE6-C-4","UNDE6","Betula papyrifera",TRUE,TRUE
"UNDE_tower","22-284_UNDE6-C-5","UNDE6","Betula papyrifera",TRUE,TRUE
"UNDE_tower","22-284_UNDE6-D-1","UNDE6","Picea mariana",TRUE,TRUE
"UNDE_tower","22-284_UNDE6-D-2","UNDE6","Picea mariana",TRUE,TRUE
"UNDE_tower","22-284_UNDE6-D-3","UNDE6","Picea mariana",TRUE,TRUE
"UNDE_tower","22-284_UNDE6-D-4","UNDE6","Picea mariana",TRUE,TRUE
"UNDE_tower","22-284_UNDE6-D-5","UNDE6","Picea mariana",TRUE,TRUE
"UNDE_tower","22-284_UNDE6-E-2","UNDE6","Abies balsamea",TRUE,TRUE
"UNDE_tower","22-284_UNDE6-E-3","UNDE6","Abies balsamea",TRUE,TRUE
"UNDE_tower","22-284_UNDE6-E-4","UNDE6","Abies balsamea",TRUE,TRUE
"UNDE_tower","22-284_UNDE6-E-5","UNDE6","Abies balsamea",TRUE,TRUE
"HARV_tower","22-294_HARV4-A-1","HARV4","Quercus rubra",FALSE,TRUE
"HARV_tower","22-294_HARV4-A-2","HARV4","Quercus rubra",TRUE,FALSE
"HARV_tower","22-294_HARV4-A-5","HARV4","Quercus rubra",FALSE,TRUE
"HARV_tower","22-294_HARV4-B-4","HARV4","Acer rubrum",FALSE,TRUE
"HARV_tower","22-294_HARV4-C-1","HARV4","Pinus strobus",FALSE,FALSE
"HARV_tower","22-294_HARV4-C-2","HARV4","Pinus strobus",FALSE,FALSE
"HARV_tower","22-294_HARV4-C-3","HARV4","Pinus strobus",FALSE,FALSE
"HARV_tower","22-294_HARV4-C-4","HARV4","Pinus strobus",FALSE,FALSE
"HARV_tower","22-294_HARV4-C-5","HARV4","Pinus strobus",FALSE,FALSE
"HARV_tower","22-294_HARV4-D-1","HARV4","Tsuga canadensis",TRUE,TRUE
"HARV_tower","22-294_HARV4-D-2","HARV4","Tsuga canadensis",TRUE,TRUE
"HARV_tower","22-294_HARV4-D-3","HARV4","Tsuga canadensis",TRUE,TRUE
"HARV_tower","22-294_HARV4-D-4","HARV4","Tsuga canadensis",FALSE,TRUE
"HARV_tower","22-294_HARV4-D-5","HARV4","Tsuga canadensis",TRUE,TRUE
"HARV_tower","22-294_HARV4-E-5","HARV4","Betula alleghaniensis",FALSE,TRUE
"SCBI_tower","22-303_SCBI6-A-1","SCBI6","Liriodendron tulipifera",FALSE,TRUE
"SCBI_tower","22-303_SCBI6-A-2","SCBI6","Liriodendron tulipifera",FALSE,TRUE
"SCBI_tower","22-303_SCBI6-B-1","SCBI6","Quercus rubra",TRUE,TRUE
"SCBI_tower","22-303_SCBI6-B-3","SCBI6","Quercus rubra",TRUE,TRUE
"SCBI_tower","22-303_SCBI6-C-1","SCBI6","Quercus alba",TRUE,TRUE
"UNDE_tower","22-304_UNDE4-A-1","UNDE4","Acer saccharum",TRUE,TRUE
"UNDE_tower","22-304_UNDE4-A-2","UNDE4","Acer saccharum",TRUE,TRUE
"UNDE_tower","22-304_UNDE4-A-3","UNDE4","Acer saccharum",TRUE,TRUE
"UNDE_tower","22-304_UNDE4-A-5","UNDE4","Acer saccharum",TRUE,TRUE
"UNDE_tower","22-304_UNDE4-B-1","UNDE4","Acer rubrum",TRUE,TRUE
"UNDE_tower","22-304_UNDE4-B-2","UNDE4","Acer rubrum",TRUE,TRUE
"UNDE_tower","22-304_UNDE4-B-3","UNDE4","Acer rubrum",FALSE,TRUE
"UNDE_tower","22-304_UNDE4-B-4","UNDE4","Acer rubrum",TRUE,TRUE
"UNDE_tower","22-304_UNDE4-B-5","UNDE4","Acer rubrum",TRUE,TRUE
"UNDE_tower","22-304_UNDE4-C-1","UNDE4","Betula papyrifera",TRUE,TRUE
"UNDE_tower","22-304_UNDE4-C-2","UNDE4","Betula papyrifera",FALSE,TRUE
"UNDE_tower","22-304_UNDE4-C-3","UNDE4","Betula papyrifera",TRUE,TRUE
"UNDE_tower","22-304_UNDE4-C-4","UNDE4","Betula papyrifera",TRUE,TRUE
"UNDE_tower","22-304_UNDE4-C-5","UNDE4","Betula papyrifera",TRUE,TRUE
"UNDE_tower","22-304_UNDE4-D-1","UNDE4","Picea mariana",TRUE,TRUE
"UNDE_tower","22-304_UNDE4-D-2","UNDE4","Picea mariana",FALSE,TRUE
"UNDE_tower","22-304_UNDE4-D-3","UNDE4","Picea mariana",TRUE,TRUE
"UNDE_tower","22-304_UNDE4-D-4","UNDE4","Picea mariana",TRUE,TRUE
"UNDE_tower","22-304_UNDE4-D-5","UNDE4","Picea mariana",TRUE,TRUE
"UNDE_tower","22-304_UNDE4-E-1","UNDE4","Abies balsamea",FALSE,TRUE
"UNDE_tower","22-304_UNDE4-E-2","UNDE4","Abies balsamea",TRUE,TRUE
"UNDE_tower","22-304_UNDE4-E-3","UNDE4","Abies balsamea",TRUE,TRUE
"UNDE_tower","22-304_UNDE4-E-4","UNDE4","Abies balsamea",TRUE,TRUE
"UNDE_tower","22-304_UNDE4-E-5","UNDE4","Abies balsamea",TRUE,TRUE
"UNDE_tower","22-311_UNDE7-A-1","UNDE7","Abies balsamea",TRUE,TRUE
"UNDE_tower","22-311_UNDE7-A-2","UNDE7","Abies balsamea",TRUE,TRUE
"UNDE_tower","22-311_UNDE7-A-3","UNDE7","Abies balsamea",TRUE,TRUE
"UNDE_tower","22-311_UNDE7-A-4","UNDE7","Abies balsamea",TRUE,TRUE
"UNDE_tower","22-311_UNDE7-A-5","UNDE7","Abies balsamea",TRUE,TRUE
"UNDE_tower","22-311_UNDE7-B-1","UNDE7","Acer rubrum",TRUE,TRUE
"UNDE_tower","22-311_UNDE7-B-2","UNDE7","Acer rubrum",TRUE,TRUE
"UNDE_tower","22-311_UNDE7-B-3","UNDE7","Acer rubrum",TRUE,TRUE
"UNDE_tower","22-311_UNDE7-B-4","UNDE7","Acer rubrum",TRUE,TRUE
"UNDE_tower","22-311_UNDE7-B-5","UNDE7","Acer rubrum",TRUE,TRUE
"UNDE_tower","22-311_UNDE7-C-1","UNDE7","Betula papyrifera",TRUE,TRUE
"UNDE_tower","22-311_UNDE7-C-2","UNDE7","Betula papyrifera",TRUE,TRUE
"UNDE_tower","22-311_UNDE7-C-3","UNDE7","Betula papyrifera",TRUE,TRUE
"UNDE_tower","22-311_UNDE7-C-4","UNDE7","Betula papyrifera",TRUE,TRUE
"UNDE_tower","22-311_UNDE7-C-5","UNDE7","Betula papyrifera",TRUE,TRUE
